FID,NO,ID_1,ID_2,ID3,DATE_BEGIN,DATA_EXPIR,NAME,ADDRESS,STATE,ZIP,LAT,LONG,CAFO_TYPE,CAFO_SUBTY,SIS_CODE,ANIMAL_CNT,E_ANIMAL_C,AU,E_AU,MANURE_AMT,E_MANURE_A,T_MANURE_A,NOTE,x,y
195,459,TXG921381,CN603443607,RN101528180,1/15/2015, ,SPANDET DAIRY LLC,2635 COUNTY ROAD 521 HART,TX,79043,34.372222,-102.17861,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,73000, ,73000, ,-11374472,4078893
196,460,TXG921382,CN600923239,RN102093218,1/11/2015, ,FEEDYARDS INC,14695 FM 1261 SPEARMAN,TX,79081,36.481388,-101.23861,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,55865, ,55865, ,-11269832,4367064
197,461,TXG921383,CN603413972,RN101513810,12/22/2014, ,DEAN CLUCK FEEDYARD INC,1200 FM 1055 HEREFORD,TX,79045,34.594166,-102.41083,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,16206, ,16206, ,-11400322,4108867
198,462,TXG921384,CN600923239,RN102078219,1/11/2015, ,FEEDYARDS INC,14001 COUNTY ROAD 9 STRATFORD,TX,79084,36.312222,-102.03944,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,126914, ,126914, ,-11358980,4343669
199,465,TXG921387,CN600923239,RN102078565,1/11/2015, ,FEEDYARDS INC,3865 FM 2943 HEREFORD,TX,79045,34.861666,-102.33833,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,55845, ,55845, ,-11392252,4145099
200,466,TXG921388,CN600923239,RN102909975,1/11/2015, ,FEEDYARDS INC,13352 FM 2711 PERRYTON,TX,79070,36.277777,-100.66861,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,105300, ,105300, ,-11206379,4338912
201,467,TXG921389,CN600923239,RN102181062,1/11/2015, ,FEEDYARDS INC,7231 FM 2698 TULIA,TX,79088,34.6475,-101.78555,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,68255, ,68255, ,-11330717,4116081
202,468,TXG921390,CN600923239,RN101777068,1/11/2015, ,FEEDYARDS INC,12100 CACTUS FEEDERS RD CACTUS,TX,79013,36.047222,-102.03138,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,126360, ,126360, ,-11358082,4307122
203,470,TXG921392,CN604737684,RN101700995,1/15/2015, ,VANCE AND RUTH MORRIS TRUST,8075 COUNTY ROAD Y GRUVER,TX,79040,36.154166,-101.62388,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,11790, ,11790, ,-11312720,4321856
204,471,TXG921392,CN604767434,RN101700995,1/15/2015, ,MORRIS STOCK FARM LLC,8075 COUNTY ROAD Y GRUVER,TX,79040,36.154166,-101.62388,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,11790, ,11790, ,-11312720,4321856
205,472,TXG921392,CN604767681,RN101700995,1/15/2015, ,"MORRIS, JOSEPH LEE",8075 COUNTY ROAD Y GRUVER,TX,79040,36.154166,-101.62388,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,11790, ,11790, ,-11312720,4321856
206,473,TXG921392,CN604767731,RN101700995,1/15/2015, ,"MORRIS, SHERRY RUTH",8075 COUNTY ROAD Y GRUVER,TX,79040,36.154166,-101.62388,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,11790, ,11790, ,-11312720,4321856
207,477,TXG921394,CN600923239,RN101517951,1/11/2015, ,FEEDYARDS INC,1635 FM 179 HALE CENTER,TX,79041,34.09064,-101.9801,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,100448, ,100448, ,-11352374,4040980
208,478,TXG921395,CN604743336,RN101610137,1/28/2015, ,LOFTON 2014 TRUST,671 COUNTY ROAD 120 LOCKNEY,TX,79241,34.180833,-101.46111,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,86870, ,86870, ,-11294600,4053110
209,479,TXG921395,CN604743344,RN101610137,1/28/2015, ,WESTERN CATTLE FEEDERS LLC,671 COUNTY ROAD 120 LOCKNEY,TX,79241,34.180833,-101.46111,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,86870, ,86870, ,-11294600,4053110
210,480,TXG921395,CN604783597,RN101610137,1/28/2015, ,"LOFTON, ROBERT ALFRED",671 COUNTY ROAD 120 LOCKNEY,TX,79241,34.180833,-101.46111,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,86870, ,86870, ,-11294600,4053110
211,481,TXG921395,CN604783613,RN101610137,1/28/2015, ,"LOFTON, ANDREA DEE",671 COUNTY ROAD 120 LOCKNEY,TX,79241,34.180833,-101.46111,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,86870, ,86870, ,-11294600,4053110
212,483,TXG921397,CN602504508,RN102096450,1/16/2015, ,"SKIPPER, DUWANE DAVID","Unnamed Road, Perryton, TX 79070, USA",TX,79005,36.262777,-100.53361,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,4052, ,4052, ,-11191351,4336840
213,494,TXG921406,CN604782201,RN102806494,11/16/2015, ,DOS EX CATTLE CO LLC,"10896 McClary Rd, Dumas, TX 79029, USA",TX,79029,35.894166,-101.95222,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,9304, ,9304, ,-11349270,4286069
214,497,TXG921409,CN604786053,RN101524254,1/17/2015, ,COCHRAN COUNTY FEEDERS INC,2205 COUNTY ROAD 110 MORTON,TX,79346,33.677777,-102.67583,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,55845, ,55845, ,-11429822,3985618
215,507,TXG921421,CN604832170,RN103036687,5/23/2015, ,VACA CORRALES LLC,10440 US HIGHWAY 83 CANADIAN,TX,79014,35.81,-100.39611,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,22688, ,22688, ,-11176045,4274510
216,510,TXG921426,CN604907139,RN101717569,7/31/2015, ,CANTEX FEEDERS LP,3900 COUNTY ROAD 23 HEDLEY,TX,79237,34.858333,-100.70833,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,64824, ,64824, ,-11210801,4144647
217,514,TXG921431,CN604940627,RN101774537,10/10/2015, ,DIAMOND B FEEDYARD LLC,7405 FM 928 TULIA,TX,79088,34.724722,-101.54666,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,40606, ,40606, ,-11304123,4126535
218,519,TXG921435,CN604892174,RN103063418,1/13/2016, ,DB CATTLE FEEDERS LLC,13850 CARRIZO RD TEXLINE,TX,79087,36.291666,-103.00833,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,52743, ,52743, ,-11466836,4340830
219,520,TXG921436,CN605067339,RN101527067,1/24/2016, ,"BUSHER, KEVIN BUD",202 COUNTY ROAD 300 WINTERS,TX,79567,31.990444,-99.991555,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,23260, ,23260, ,-11131010,3762057
220,521,TXG921437,CN603847476,RN102852654,1/13/2016, ,JBS LIVE PORK LLC,13301 US HIGHWAY 87 DALHART,TX,79022,36.195833,-102.8,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,37995, ,37995, ,-11443645,4327602
221,522,TXG921438,CN604149997,RN106583404,2/7/2016, ,"SANCHEZ, SAMUEL",1110 E STOCKYARD RD PRESIDIO,TX,79845,29.5574,-104.3539,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,2168.1, ,2168.1, ,-11616624,3446784
222,527,TXG921442,CN605118629,RN102575180,3/29/2016, ,LUBBOCK FEEDERS LLC,8001 SOUTHEAST DR LUBBOCK,TX,79453,33.523888,-101.77555,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,81030, ,81030, ,-11329603,3965050
223,528,TXG921444,CN605120955,RN101518249,3/24/2016, ,EARLY SETTLERS FARM LLC,12395 US HIGHWAY 287 STRATFORD,TX,79084,36.079444,-102.02638,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,12045, ,12045, ,-11357526,4311559
224,532,TXG921447,CN600800981,RN109212407,4/26/2017, ,CAVINESS PACKING COMPANY INC,"3375 Co Rd HH, Hereford, TX 79045, USA",TX,79045,34.7762,-102.4443,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,6022.5, ,6022.5, ,-11404048,4133510
225,541,TXG921456,CN605196690,RN101701605,7/27/2016, ,FRONTERA CATTLE COMPANY II LLC,531 COUNTY ROAD 153 MULESHOE,TX,79347,34.233333,-102.77111,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,83768, ,83768, ,-11440429,4060177
226,550,TXG921468,CN600923148,RN102076122,11/4/2016, ,FRIONA INDUSTRIES LP,600 US HIGHWAY 60 BOVINA,TX,79009,34.4769,-102.9172,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,86870, ,86870, ,-11456691,4093020
227,551,TXG921469,CN600923148,RN102178829,11/4/2016, ,FRIONA INDUSTRIES LP,2795 US HIGHWAY 54 DALHART,TX,79022,36.015277,-102.58861,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,48750, ,48750, ,-11420113,4302724
228,555,TXG921477,CN603462565,RN102917085,1/13/2017, ,HARD MONEY LTD,"13216-13220 FM119, Sunray, TX 79086, USA",TX,79040,36.196111,-101.823055,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,4862, ,4862, ,-11334892,4327640
229,556,TXG921478,CN601129612,RN102096724,5/3/2018, ,"RILEY, JOE MAC",435 PRIVATE ROAD 1370 DUBLIN,TX,76401,32.021666,-98.346666,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,1214, ,1214, ,-10947902,3766156
230,557,TXG921478,CN605305416,RN102096724,5/3/2018, ,"WHALEY, JORDAN DAVID",435 PRIVATE ROAD 1370 DUBLIN,TX,76401,32.021666,-98.346666,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,1214, ,1214, ,-10947902,3766156
231,558,TXG921479,CN600802631,RN102286796,2/17/2017, ,"BRAND, ELTJE FRANS",1460 FM 1760 MULESHOE,TX,79347,34.233333,-102.78888,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,44577, ,44577, ,-11442407,4060177
232,559,TXG921479,CN605230648,RN102286796,2/17/2017, ,RELIABLE FEEDERS LLC,1460 FM 1760 MULESHOE,TX,79347,34.233333,-102.78888,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,44577, ,44577, ,-11442407,4060177
233,560,TXG921480,CN605320472,RN105179006,2/22/2017, ,DDG INVESTMENTS LLC,4443 COUNTY ROAD 5 HEREFORD,TX,79045,34.792777,-102.273333,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,9304, ,9304, ,-11385016,4135757
234,563,TXG921483,CN605326172,RN101519809,3/1/2017, ,CROCKER JUSTIN,3356 OLD JUNCTION RD MASON,TX,76856,30.672777,-99.293333,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,11500, ,11500, ,-11053284,3590326
235,564,TXG921484,CN600722797,RN103214961,3/9/2017, ,CMM GRAIN COMPANY INC,10918 US HIGHWAY 82 W SEYMOUR,TX,76380,33.620833,-99.469166,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,14892, ,14892, ,-11072858,3978003
236,565,TXG921484,CN605329655,RN103214961,3/9/2017, ,VERA EARL SLAGGLE FEEDERS LLC,10918 US HIGHWAY 82 W SEYMOUR,TX,76380,33.620833,-99.469166,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,14892, ,14892, ,-11072858,3978003
237,566,TXG921486,CN605337278,RN102990173,3/23/2017, ,GREEN PLAINS CATTLE COMPANY LLC,5150 GREAT PLAINS DR HEREFORD,TX,79045,35.033055,-102.48,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,49275, ,49275, ,-11408022,4168375
238,582,TXG921495,CN605367168,RN104063136,5/11/2017, ,NORTEX FEEDERS LLC,12153 FM 3489 DALHART,TX,79022,36.069166,-102.58277,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,87107, ,87107, ,-11419463,4310144
239,583,TXG921496,CN605367168,RN102805660,5/11/2017, ,NORTEX FEEDERS LLC,"Ranch Rd 3489, Dalhart, TX 79022, USA",TX,79022,36.075,-102.58805,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,8103, ,8103, ,-11420051,4310947
240,585,TXG921500,CN601068265,RN102184199,9/9/2017, ,VERIBEST AG SUPPLIES INC,3913 VERIBEST PARK RD MILES,TX,76861,31.510555,-100.251111,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,10083, ,10083, ,-11159904,3699234
241,586,TXG921500,CN602482184,RN102184199,9/9/2017, ,LIPAN CATTLE FEEDERS LLC,3913 VERIBEST PARK RD MILES,TX,76861,31.510555,-100.251111,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,10083, ,10083, ,-11159904,3699234
242,587,TXG921501,CN605424928,RN100775006,9/15/2017, ,MSKI MANAGEMENT LLC,2473 N FM 51 DECATUR,TX,76234,33.269444,-97.547222,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,4110, ,4110, ,-10858908,3931124
243,594,TXG921507,CN605461623,RN101291169,12/29/2017, ,"THOMAS, WILLIAM JOSEPH",250 CR 359 DUBLIN,TX,76446,31.94,-98.248333,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,8286, ,8286, ,-10936955,3755438
244,598,TXG921510,CN605475573,RN101702801,3/1/2018, ,FCCAI LLC,8074 HIGHWAY 152 WHEELER,TX,79096,35.472777,-100.36,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,145854, ,145854, ,-11172025,4228318
245,599,TXG921511,CN603934019,RN110299708,3/12/2019, ,REEDER CATTLE COMPANY,14998 CR 13 STRATFORD,TX,79084,36.456388,-101.954166,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,20075, ,20075, ,-11349487,4363604
246,600,TXG921511,CN605483064,RN110299708,3/12/2019, ,TWO LAKES LAND & CATTLE LLC,14998 CR 13 STRATFORD,TX,79084,36.456388,-101.954166,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,20075, ,20075, ,-11349487,4363604
247,603,TXG921514,CN605489301,RN102096427,3/8/2018, ,"FISCHBACHER, JIM DALE",3378 CR 4 HEREFORD,TX,79045,34.778333,-102.4775,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,1215, ,1215, ,-11407744,4133799
248,604,TXG921517,CN601129810,RN102095502,4/23/2018, ,"BORGES, JOE MENDES","Co Rd 356, Dublin, TX 76446, USA",TX,76446,32.2465,-98.4557,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,9745, ,9745, ,-10960039,3795712
249,605,TXG921517,CN604540328,RN102095502,4/23/2018, ,"BORGES, MARY FRANCIS","Co Rd 356, Dublin, TX 76446, USA",TX,76446,32.2465,-98.4557,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,9745, ,9745, ,-10960039,3795712
250,606,TXG921518,CN605521475,RN101527885,4/25/2018, ,LAZBUDDIE FEEDYARD LLC,1455 COUNTY ROAD 24 LAZBUDDIE,TX,79053,34.356388,-102.61972,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,29786, ,29786, ,-11423576,4076758
251,607,TXG921519,CN605523828,RN101524445,4/21/2018, ,TIERRA BLANCA CATTLE FEEDERS LP,3476 COUNTY ROAD 9 HEREFORD,TX,79045,34.865833,-102.444722,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,53053, ,53053, ,-11404095,4145664
252,608,TXG921520,CN605529387,RN101526135,4/29/2018, ,"MORRIS, JASON",4255 FM 1259 HEREFORD,TX,79045,34.809444,-102.30833,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,6334, ,6334, ,-11388912,4138016
253,609,TXG921520,CN605529395,RN101526135,4/29/2018, ,MORRIS CATTLE FEEDERS LLC,4255 FM 1259 HEREFORD,TX,79045,34.809444,-102.30833,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,6334, ,6334, ,-11388912,4138016
254,610,TXG921521,CN603609280,RN102094968,6/1/2018, ,CBJ FARMS,995 FM 145 DIMMITT,TX,79027,34.3838,-102.3774,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,67824, ,67824, ,-11396601,4080455
255,611,TXG921521,CN604027946,RN102094968,6/1/2018, ,SPYKSMA RANCH LLC,995 FM 145 DIMMITT,TX,79027,34.3838,-102.3774,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,67824, ,67824, ,-11396601,4080455
256,620,TXG921525,CN605555861,RN104618459,8/2/2018, ,BLUE NOSE CATTLE LLC,"1724 Co Rd 628, Dimmitt, TX 79027, USA",TX,79043,34.347777,-102.24666,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,19310, ,19310, ,-11382047,4075597
257,621,TXG921526,CN605555861,RN104618491,8/2/2018, ,BLUE NOSE CATTLE LLC,1750 COUNTY ROAD 628 HART,TX,79043,34.346666,-102.24666,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,31025, ,31025, ,-11382047,4075447
258,622,TXG921527,CN605337278,RN102076775,8/7/2018, ,GREEN PLAINS CATTLE COMPANY LLC,6443 FM 928 TULIA,TX,79088,34.457361,-101.94766,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,83768, ,83768, ,-11348763,4090382
259,623,TXG921528,CN605562305,RN101517613,8/11/2018, ,RUBY RED CATTLE COMPANY INC,"Unnamed Road, Perryton, TX 79070, USA",TX,79070,36.275277,-100.80166,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,24309, ,24309, ,-11221190,4338566
260,631,TXG921533,CN605571595,RN110497427,1/24/2019, ,"ALLEN, TREVOR CHARLES",191 FM 694 DALHART,TX,79022,36.035108,-102.581222,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,20075, ,20075, ,-11419290,4305454
261,632,TXG921533,CN605571603,RN110497427,1/24/2019, ,"ALLEN, TAWNY SHAREE",191 FM 694 DALHART,TX,79022,36.035108,-102.581222,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,20075, ,20075, ,-11419290,4305454
262,633,TXG921534,CN605577162,RN103124038,10/3/2018, ,"ROGERS, CHARLES ROY",1045 FM 2396 FARWELL,TX,79325,34.444166,-103.01444,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,7293, ,7293, ,-11467516,4088601
263,634,TXG921534,CN605577170,RN103124038,10/3/2018, ,"FOOTE, TIMOTHY MICHAEL",1045 FM 2396 FARWELL,TX,79325,34.444166,-103.01444,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,7293, ,7293, ,-11467516,4088601
264,635,TXG921535,CN605578970,RN101519098,10/3/2018, ,VOLNER PARTNERSHIP III LTD,"1918-2192 Co Rd 242, Gause, TX 77857, USA",TX,76520,30.834722,-96.831666,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,30660, ,30660, ,-10779253,3611304
265,645,TXG921542,CN605659895,RN101701118,2/16/2019, ,FROESE CUSTOM HARVEST,14233 FARM TO MARKET 119 STRATFORD,TX,79084,36.35,-101.83444,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,48618, ,48618, ,-11336159,4348889
266,647,TXG921544,CN603431206,RN101519221,4/4/2019, ,MID FRISIAN FARMS LLC,"Unnamed Road, Farwell, TX 79325, USA",TX,79325,34.3525,-103.03972,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,43800, ,43800, ,-11470330,4076234
267,648,TXG921545,CN605649334,RN101528321,4/13/2019, ,COYOTE LAKE FEEDERS LLC,1287 FM 1731 MULESHOE,TX,79347,34.134722,-102.90444,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,58342, ,58342, ,-11455271,4046907
268,649,TXG921546,CN605662113,RN101517902,5/19/2019, ,LONE STAR STATE BANK OF WEST TEXAS,3857 COUNTY ROAD 27 HEDLEY,TX,79237,34.856388,-100.62861,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,24147, ,24147, ,-11201927,4144383
269,653,TXG921549,CN605679711,RN101528545,7/7/2019, ,LA PERLA LAND & LIVESTOCK LLC,6264 S FM 219 DUBLIN,TX,76446,32.036388,-98.299444,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,4599, ,4599, ,-10942645,3768089
270,654,TXG921550,CN605681741,RN102094471,7/11/2019, ,7M CATTLE FEEDERS INC,2548 COUNTY ROAD 15 FRIONA,TX,79035,34.662792,-102.776545,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,186789, ,186789, ,-11441034,4118151
271,700,FLA470031, , , , ,"Southern Cross Dairy, LLC",19620 North CR-349 O Brien,FL,32071,30.093965,-83.062848,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212,5320, , , ,9589.09, ,9589.09, ,-9246514,3515635
272,1033,713,30095, , , ,Cullman Stock Yard,"75 COUNTY ROAD 1339, CULLMAN",AL,35058,34.2079101,-86.8485421,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , ,"1,000", ,0,104000,104000,125 lb per day-animal,-9667936,4056754
273,1153,88,15118, , , ,"Fort Payne Stockyard, Inc","302 AIRPORT ROAD, FORT PAYNE",AL,35968,34.4445374,-85.7518683,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , ,50, ,0,5200,5200,125 lb per day-animal,-9545855,4088651
274,1197,86,15116, , , ,"Sand Mountain Livestock, LLC","19509 AL HWY 68, CROSSVILLE",AL,35962,34.2681295,-86.0749172,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , ,600, ,0,62400,62400,125 lb per day-animal,-9581816,4064863
275,1343,109,15182, , , ,Hereford & Sons Farm,"200 HEREFORDSHIRE ROAD, PAINT ROCK",AL,35764,34.7037334,-86.3582606,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , , , ,0, ,0,125 lb per day-animal,-9613358,4123693
276,1398,546,26706, , , ,Mid-State Stockyard,"8415 STATE HIGHWAY 97 S,LETOHATCHEE",AL,0,32.1082605,-86.4600138,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , ,540, ,0,56160,56160,125 lb per day-animal,-9624685,3777531
277,1487,327,17816, , , ,Montgomery Stockyards LLC,"4500 MOBILE HIGHWAY, MONTGOMERY",AL,36108,32.3173179,-86.351619,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , ,400, ,0,41600,41600,125 lb per day-animal,-9612619,3805037
278,1590,382,19203, , , ,Ashville Stockyard Inc.,"18390 U.S. HWY 11 SOUTH, STEELE",AL,35987,33.867427,-86.315445,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , ,"1,500", ,0,156000,156000,125 lb per day-animal,-9608592,4011015
279,1665,713,30095, , , ,Cullman Stock Yard,"75 COUNTY ROAD 1339, CULLMAN",AL,35058,34.2079101,-86.8485421,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, , ,"1,200", ,0,124800,124800,125 lb per day-animal,-9667936,4056754
280,3294,AWC010002, , ,10-01-2014,09-30-2019,Piedmont L/S Co Farm,"3164 Leath Rd, Elon, NC 27244, USA",NC,0,36.1742,-79.4994,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,300, , ,0,37500,37500,125 lb per day-animal,-8849833,4324619
281,3310,AWC030001, , ,10-01-2014,09-30-2019,Gambill & Gambill Farm,"305 Gambill Rd, Sparta",NC,28675,36.5556,-81.1761,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,200, , ,0,25000,25000,125 lb per day-animal,-9036482,4377344
282,3318,AWC030033, , ,10-01-2014,09-30-2019,Atwood Dairy,"393 Golf Course Rd, Sparta",NC,28675,36.5319,-81.1669,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,466, , ,0,58250,58250,125 lb per day-animal,-9035458,4374060
283,3329,AWC190005, , ,02-17-2017,09-30-2019,"Carolina Feeders, LLC Farm","Unnamed Road, Siler City, NC 27344, USA",NC,0,35.6786,-79.4847,Beef cattle,CATTLE (Beef calf);,SIS0211/SIS0212, ,1675, , ,0,83750,83750,50 lb per day-animal,-8848197,4256488
284,3330,AWC190009, , ,10-01-2014,09-30-2019,Hickory Grove Farm,"18424 NC Hwy 902, Bear Creek",NC,27207,35.5833,-79.47,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,650, , ,0,81250,81250,125 lb per day-animal,-8846560,4243436
285,3352,AWC300003, , ,10-01-2014,09-30-2019,Henry Walker Farm,"1493 Godbey Rd, Mocksville",NC,27028,35.895,-80.6653,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,300, , ,0,37500,37500,125 lb per day-animal,-8979620,4286184
286,3355,AWC320002, , ,10-01-2014,09-30-2019,Butner Beef Cattle Field Laboratory,"8800 Cassam Rd, Bahama",NC,27503,36.1781,-78.8061,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,400, , ,0,50000,50000,125 lb per day-animal,-8772655,4325156
287,3356,AWC350059, , ,02-13-2015,09-30-2019,"Franklin Livestock, Inc.- Hill Farm","4092 NC Hwy 581 N, Spring Hope",NC,27882,36.079148,-78.162776,Beef cattle,CATTLE (Beef calf);,SIS0211/SIS0212, ,700, , ,0,35000,35000,50 lb per day-animal,-8701041,4311518
288,3373,AWC420041, , ,10-01-2014,09-30-2019,Ray Batchelor,"2746 Justice Branch Rd, Enfield",NC,27823,36.2239,-77.6806,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,975, , ,0,121875,121875,125 lb per day-animal,-8647365,4331475
289,3381,AWC440064, , ,10-01-2014,09-30-2019,WNC Regional Livestock Center LLC,"474 Stock Dr, Canton",NC,28716,35.5528,-82.8333,Beef cattle,CATTLE (Beef calf);,SIS0211/SIS0212, ,700, , ,0,35000,35000,50 lb per day-animal,-9220961,4239261
290,3447,AWC550001, , ,10-01-2014,09-30-2019,Lewis Eddie Smith Farm,"1090 Smith Family Ln, Lincolnton",NC,28092,35.4833,-81.15,Beef cattle,CATTLE (Beef calf);,SIS0211/SIS0212, ,900, , ,0,45000,45000,50 lb per day-animal,-9033577,4229756
291,3470,AWC760013, , ,10-01-2014,09-30-2019,Oakwood Farms,"6679 Lawrence Farm Rd, Seagrove",NC,27341,35.5128,-79.745,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,430, , ,0,53750,53750,125 lb per day-animal,-8877173,4233790
292,3487,AWC760061, , ,01-15-2015,09-30-2019,TBW Cattle,"3601 Millikan Rd, Sophia",NC,27350,35.809375,-79.867923,Beef cattle,CATTLE (Beef calf);,SIS0211/SIS0212, ,450, , ,0,22500,22500,50 lb per day-animal,-8890857,4274424
293,3508,AWC850002, , ,10-01-2014,09-30-2019,Ridge Crest Farm,"1981 Hwy 704 W, Lawsonville",NC,27022,36.2764,-80.2486,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,325, , ,0,40625,40625,125 lb per day-animal,-8933234,4338722
294,3510,AWC860004, , ,12-17-2014,09-30-2019,Double E Farms,"502 White Rd, Elkin",NC,28621,36.4022,-80.7706,Beef cattle,CATTLE (Beef);,SIS0211/SIS0212, ,350, , ,0,43750,43750,125 lb per day-animal,-8991342,4356107
