"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01107","5","112","75","0","2023","1","N",5,0,0,0,0,0,0,0,"N",5.56,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01109","5","112","75","0","2023","1","",4,10,10,11,38365,38365,614,286,"",2.12,0.38,0.38,0.41,0.19,0.23,1.12,0.48,"",-1,-20.0,-6,-37.5,-6,-37.5,-5,-31.2,-120191,-75.8,-73583,-65.7,-383,-38.4,-476,-62.5
"01111","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01113","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01115","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01117","5","112","75","0","2023","1","N",4,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01119","5","112","75","0","2023","1","N",2,0,0,0,0,0,0,0,"N",2.68,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01121","5","112","75","0","2023","1","",5,66,67,64,801435,415741,1138,939,"",1.34,1.21,1.22,1.15,1.72,0.97,0.90,1.44,"",1,25.0,-2,-2.9,-2,-2.9,-4,-5.9,37261,4.9,4625,1.1,-1740,-60.5,79,9.2
"01123","5","112","75","0","2023","1","N",2,0,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01125","5","112","75","0","2023","1","N",3,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01127","5","112","75","0","2023","1","N",2,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01131","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",1.42,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01133","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01999","5","112","75","0","2023","1","N",4,0,0,0,0,0,0,0,"N",0.08,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02000","5","112","55","0","2023","1","",41,233,250,264,3004531,2624961,51170,928,"",0.69,0.44,0.46,0.49,0.53,0.36,0.67,1.13,"",2,5.1,13,5.9,8,3.3,-17,-6.0,332349,12.4,302262,13.0,-6818,-11.8,98,11.8
"02016","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",2.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02020","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",0.05,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02063","5","112","75","0","2023","1","N",5,0,0,0,0,0,0,0,"N",5.11,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02066","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",2.77,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02110","5","112","75","0","2023","1","N",2,0,0,0,0,0,0,0,"N",0.72,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02122","5","112","75","0","2023","1","",5,23,23,26,259148,259148,5468,831,"",0.89,0.70,0.68,0.76,0.83,0.73,1.45,1.16,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02130","5","112","75","0","2023","1","N",8,0,0,0,0,0,0,0,"N",5.45,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02150","5","112","75","0","2023","1","N",2,0,0,0,0,0,0,0,"N",1.73,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02170","5","112","75","0","2023","1","N",4,0,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02195","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",2.47,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02198","5","112","75","0","2023","1","",5,24,30,31,243038,207138,4563,660,"",8.45,7.17,8.94,9.13,9.56,9.92,20.98,1.14,"",0,0.0,6,33.3,10,50.0,6,24.0,95252,64.5,89903,76.7,1429,45.6,119,22.0
"02220","5","112","75","0","2023","1","N",3,0,0,0,0,0,0,0,"N",3.18,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02275","5","112","75","0","2023","1","N",2,0,0,0,0,0,0,0,"N",8.01,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02999","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",0.21,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04000","3","112","55","0","2023","1","N",2,0,0,0,0,0,0,0,"N",8.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04000","5","112","55","0","2023","1","",246,4177,4293,4296,50813019,33971448,163209,919,"",0.47,0.77,0.78,0.78,0.85,0.82,0.58,1.09,"",10,4.2,-172,-4.0,-99,-2.3,-96,-2.2,2632054,5.5,3951763,13.2,12350,8.2,72,8.5
"04001","5","112","75","0","2023","1","",4,10,10,9,98671,74306,197,785,"",2.63,0.35,0.35,0.31,0.41,0.70,0.14,1.23,"",1,33.3,2,25.0,2,25.0,1,12.5,18548,23.1,18306,32.7,158,405.1,15,1.9
"04003","5","112","75","0","2023","1","",16,282,382,394,4436151,2736265,43866,968,"",2.59,4.76,6.32,6.47,8.34,8.06,26.02,1.42,"",1,6.7,42,17.5,77,25.2,81,25.9,782340,21.4,623633,29.5,4656,11.9,-15,-1.5
"04005","3","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",226.73,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04005","5","112","75","0","2023","1","",9,69,73,73,836049,471886,873,897,"",0.93,0.65,0.68,0.67,1.00,0.75,0.25,1.50,"",0,0.0,0,0.0,6,9.0,6,9.0,144827,21.0,68786,17.1,-2239,-71.9,111,14.1
"04007","3","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",815.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04007","5","112","75","0","2023","1","",4,15,15,14,81987,78325,637,430,"",1.49,0.59,0.59,0.54,0.37,0.48,1.00,0.64,"",0,0.0,4,36.4,4,36.4,1,7.7,18961,30.1,17372,28.5,96,17.7,14,3.4
"04009","5","112","75","0","2023","1","N",2,0,0,0,0,0,0,0,"N",1.35,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04011","5","112","75","0","2023","1","N",2,0,0,0,0,0,0,0,"N",7.64,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04012","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",1.07,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04013","5","112","75","0","2023","1","",109,1846,1859,1841,22163334,14254855,57535,922,"",0.33,0.48,0.48,0.47,0.50,0.47,0.31,1.04,"",10,10.1,-90,-4.6,-65,-3.4,-83,-4.3,1473310,7.1,1049749,7.9,-1986,-3.3,97,11.8
"04015","5","112","75","0","2023","1","N",6,0,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04017","5","112","75","0","2023","1","",8,157,158,169,1925560,1457666,18438,918,"",1.75,3.25,3.31,3.47,5.48,5.82,11.86,1.64,"",1,14.3,7,4.7,1,0.6,5,3.0,258735,15.5,410465,39.2,16522,862.3,101,12.4
"04019","5","112","75","0","2023","1","N",10,0,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04021","5","112","75","0","2023","1","",33,1005,1011,1011,12027241,9039216,18685,917,"",3.09,7.90,7.81,7.82,10.66,10.84,2.46,1.36,"",-2,-5.7,-102,-9.2,-84,-7.7,-67,-6.2,522670,4.5,1281935,16.5,-4493,-19.4,108,13.3
"04023","5","112","75","0","2023","1","N",9,0,0,0,0,0,0,0,"N",3.01,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04025","5","112","75","0","2023","1","",23,150,141,140,1308670,962115,12332,701,"",1.33,1.23,1.15,1.14,1.34,1.12,2.23,1.14,"",-3,-11.5,10,7.1,-1,-0.7,1,0.7,126014,10.7,112007,13.2,9331,310.9,53,8.2
"04027","5","112","75","0","2023","1","N",5,0,0,0,0,0,0,0,"N",0.53,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04999","5","112","75","0","2023","1","N",5,0,0,0,0,0,0,0,"N",0.09,0,0,0,0,0,0,0,"N",2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05000","5","112","55","0","2023","1","",364,3161,3161,3200,47019301,25451979,169112,1140,"",1.47,1.44,1.44,1.44,2.31,1.86,2.25,1.60,"",6,1.7,116,3.8,45,1.4,66,2.1,3423884,7.9,-3663985,-12.6,-11958,-6.6,58,5.4
"05001","5","112","75","0","2023","1","N",3,0,0,0,0,0,0,0,"N",1.28,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05003","5","112","75","0","2023","1","N",2,0,0,0,0,0,0,0,"N",1.60,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05005","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05007","5","112","75","0","2023","1","",25,620,606,603,13035611,4410521,22535,1645,"",1.29,2.60,2.52,2.49,3.51,2.21,2.74,1.38,"",-6,-19.4,33,5.6,21,3.6,4,0.7,577891,4.6,-1185423,-21.2,998,4.6,22,1.4
"05009","5","112","75","0","2023","1","N",4,0,0,0,0,0,0,0,"N",1.70,0,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05015","5","112","75","0","2023","1","",13,164,159,160,1825420,1130319,3559,872,"",6.57,8.97,8.69,8.52,16.15,9.58,8.14,1.85,"",0,0.0,1,0.6,-4,-2.5,2,1.3,65217,3.7,-356970,-24.0,-903,-20.2,33,3.9
"05017","5","112","75","0","2023","1","",4,20,19,19,260410,126797,1899,1036,"",4.03,4.23,4.03,4.01,8.75,5.01,7.89,2.14,"",0,0.0,-9,-31.0,-10,-34.5,-12,-38.7,-100480,-27.8,-128229,-50.3,413,27.8,100,10.7
"05019","5","112","75","0","2023","1","",5,15,15,16,99759,81344,455,500,"",3.11,1.07,1.04,1.10,1.04,1.21,1.08,0.97,"",0,0.0,-5,-25.0,-5,-25.0,-4,-20.0,-17232,-14.7,-28999,-26.3,-86,-15.9,50,11.1
"05021","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,0,"N",-2,-66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05023","5","112","75","0","2023","1","",7,33,32,34,275593,195570,2484,642,"",4.54,3.02,2.91,3.05,3.98,2.91,7.25,1.33,"",-1,-12.5,7,26.9,4,14.3,5,17.2,47327,20.7,-9831,-4.8,1869,303.9,7,1.1
"05025","5","112","75","0","2023","1","N",4,0,0,0,0,0,0,0,"N",13.20,0,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05027","5","112","75","0","2023","1","N",3,0,0,0,0,0,0,0,"N",1.91,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05029","5","112","75","0","2023","1","",10,98,98,101,844131,540953,2236,656,"",8.17,8.38,8.38,8.65,10.07,8.40,4.39,1.19,"",2,25.0,5,5.4,-3,-3.0,-4,-3.8,7834,0.9,-100034,-15.6,-527,-19.1,11,1.7
"05031","5","112","75","0","2023","1","N",7,0,0,0,0,0,0,0,"N",0.96,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05033","5","112","75","0","2023","1","",4,19,20,19,244862,83978,650,974,"",1.30,0.58,0.61,0.58,0.98,0.37,0.66,1.67,"",0,0.0,2,11.8,3,17.6,2,11.8,47203,23.9,-11551,-12.1,363,126.5,80,8.9
"05039","5","112","75","0","2023","1","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05041","5","112","75","0","2023","1","N",2,0,0,0,0,0,0,0,"N",1.76,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05043","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",0.78,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05045","5","112","75","0","2023","1","N",1,0,0,0,0,0,0,0,"N",0.13,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05047","5","112","75","0","2023","1","",7,38,37,38,1279675,332491,1016,2613,"",7.22,4.52,4.39,4.48,21.56,6.94,5.37,4.82,"",0,0.0,-5,-11.6,-12,-24.5,0,0.0,297248,30.3,-132527,-28.5,-383,-27.4,869,49.8
"05051","5","112","75","0","2023","1","N",3,0,0,0,0,0,0,0,"N",0.38,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05053","5","112","75","0","2023","1","N",2,0,0,0,0,0,0,0,"N",2.33,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05055","5","112","75","0","2023","1","",5,39,42,42,509400,275902,2875,956,"",2.22,1.42,1.53,1.51,2.62,1.64,2.61,1.76,"",0,0.0,-7,-15.2,-4,-8.7,-4,-8.7,-18094,-3.4,-99235,-26.5,65,2.3,74,8.4
"05057","5","112","75","0","2023","1","",9,198,190,184,2540286,1648079,5325,1025,"",7.14,14.53,13.98,13.54,26.28,20.78,21.88,1.87,"N",-1,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
